1,-0.42,-1.65,0.43,0.92,1.67,-0.18,-0.7,0.91,-4.34,4.87
1,-1.27,0.11,1.17,-0.22,-0.23,1.74,0.2,1,0.88,0.43
1,0.2,1,0.88,0.43,-1.35,7.14,-5.03,3.46,-0.96,0.53
1,0.48,0.78,0.41,1.25,0.08,0.87,0.25,-0.6,0.62,-0.68
1,-0.75,2.42,-1.15,-1.09,0.09,-1.64,-0.1,1.42,-0.38,-2.92
1,1.09,-0.08,0.27,-1.13,2.94,-4.21,1.55,-0.35,-0.22,1.69
1,-1.13,2.94,-4.21,1.55,-0.35,-0.22,1.69,0.12,-0.02,0.53
1,0.48,0.11,-0.39,-0.16,0.25,0.52,1.04,1.37,-0.1,1.45
1,-4.05,2.49,-1.64,1.03,0.26,0.4,-0.03,1.92,-1.28,0.31
1,-1.36,-1.92,-1.11,0.34,1.25,3.46,-4.49,-2.62,2.35,-1.05
1,0.34,1.25,3.46,-4.49,-2.62,2.35,-1.05,0.19,-1.1,-1.25
1,0.01,0.44,-0,-0.14,-0.41,0.51,1.04,-0.31,0.27,1.41
1,0.43,0.94,0.03,-0.03,-0.53,1.95,-0.36,-0.58,0.3,-0.14
1,-0.73,-0.11,-0.44,0.27,-0.29,-0.76,4.77,-4.35,-3.79,1.93
1,0.27,-0.29,-0.76,4.77,-4.35,-3.79,1.93,0.14,0.86,1.88
1,0.89,-0.7,-0.33,-0.08,-0.28,-0.29,0.62,2.74,-0.79,0.17
1,-0.87,0.81,0.77,-0.02,-3.32,0.12,1.41,0.69,0.87,-0.32
1,1.6,0.95,-0.42,-1.01,0.07,-1.17,-0.55,1.93,1.25,0.9
1,1.93,1.25,0.9,0.24,-7.61,2.79,-0.09,-0.56,-0.48,0.94
1,-0.18,-0.16,0.04,-0.07,-0.08,-0.17,1.03,-0.58,1.13,-0.25
1,-0.12,0.37,-0.07,-0.45,0.4,-0.39,-0.74,0.44,-1.53,1.8
1,0.3,0.44,-0.81,0.44,0.32,-0.75,0.58,-0.54,0.27,4.33
1,-6.27,-2.29,1.41,0.68,0.38,3.18,-0.82,0.64,0.01,4.05
